1957, go-ethereum, https://github.com/SidraChain/go-ethereum, "Forked Golang execution layer implementation of the Ethereum protocol.", "", 2023-10-23 20:07:40 +0000 UTC
1955, incus, https://github.com/lxc/incus, "Powerful system container and virtual machine manager ", "cloud,containers,hacktoberfest,virtual-machines", 2023-07-22 12:43:13 +0000 UTC
1950, river, https://github.com/riverqueue/river, "Fast and reliable background jobs in Go", "background-jobs,go,golang,postgres,postgresql,queue", 2023-11-08 17:43:41 +0000 UTC
1923, go-blueprint, https://github.com/Melkeydev/go-blueprint, "Go-blueprint allows users to spin up a quick Go project using a popular framework", "", 2023-10-11 07:20:12 +0000 UTC
1899, bitmagnet, https://github.com/bitmagnet-io/bitmagnet, "A self-hosted BitTorrent indexer, DHT crawler, content classifier and torrent search engine with web UI, GraphQL API and Servarr stack integration.", "bittorrent,dht,prowlarr,radarr,selfhosted,servarr,sonarr,torrent,torrents,torznab", 2023-10-02 20:47:56 +0000 UTC
1873, otel-profiling-agent, https://github.com/elastic/otel-profiling-agent, "The production-scale datacenter profiler (C/C++, Go, Rust, Python, Java, NodeJS, PHP, Ruby, Perl, ...)", "ebpf,profiler", 2024-04-15 14:22:53 +0000 UTC
1869, TangSengDaoDaoServer, https://github.com/TangSengDaoDao/TangSengDaoDaoServer, "高颜值 IM 即时通讯,聊天", "im", 2023-07-12 10:11:14 +0000 UTC
1845, aurora, https://github.com/aurora-develop/aurora, "free", "chatgpt,free,gpt", 2024-04-02 00:57:58 +0000 UTC
1785, openbao, https://github.com/openbao/openbao, "OpenBao exists to provide a software solution to manage, store, and distribute sensitive data including secrets, certificates, and keys.", "go,secret-management,security", 2023-11-09 18:17:33 +0000 UTC
1732, new-api, https://github.com/Calcium-Ion/new-api, "基于One API的二次开发版本，支持Midjourney，仅供个人管理渠道使用，请勿用于商业API分发！", "", 2023-11-10 19:33:36 +0000 UTC
1670, invoice, https://github.com/maaslalani/invoice, "Command line invoice generator", "", 2023-06-11 23:09:15 +0000 UTC
1655, WuKongIM, https://github.com/WuKongIM/WuKongIM, "不只是即时通讯(IM)", "chat,customerservice,im,message", 2023-05-09 01:46:51 +0000 UTC
1631, nunu, https://github.com/go-nunu/nunu, "A CLI tool for building Go applications.", "ddd,gin,go,golang,golang-cli,scaffold", 2023-06-03 11:06:18 +0000 UTC
1583, mock, https://github.com/uber-go/mock, "GoMock is a mocking framework for the Go programming language.", "", 2023-05-03 21:47:38 +0000 UTC
1486, fp-go, https://github.com/IBM/fp-go, "functional programming library for golang", "functional-programming,go,golang,library,monad,utility", 2023-07-05 14:18:19 +0000 UTC
1412, cvemap, https://github.com/projectdiscovery/cvemap, "Navigate the CVE jungle with ease.", "", 2023-10-02 19:02:02 +0000 UTC
1404, aidea-server, https://github.com/mylxsw/aidea-server, "AIdea 是一款支持 GPT  以及国产大语言模型通义千问、文心一言等，支持 Stable Diffusion 文生图、图生图、 SDXL1.0、超分辨率、图片上色的全能型 APP。", "ai,chatgpt,gpt,llm,stable-diffusion", 2023-08-30 03:38:44 +0000 UTC
1353, otter, https://github.com/maypok86/otter, "A high performance lockless cache for Go.", "cache,go,performance,s3-fifo", 2023-08-29 05:53:25 +0000 UTC
1328, trzsz-ssh, https://github.com/trzsz/trzsz-ssh, "trzsz-ssh ( tssh ) is an alternative to ssh client, offers additional useful features, such as login prompt, trzsz ( trz / tsz ), batch login, remember password, zmodem ( rz / sz ), etc.", "openssh,openssh-client,rz,ssh,ssh-client,sz,tmux,trz,trzsz,tsz,zmodem", 2023-05-21 01:28:32 +0000 UTC
1257, SxT-Go-SDK, https://github.com/spaceandtimelabs/SxT-Go-SDK, "GO based SDK for interacting with the Space and Time API. ", "", 2023-05-17 18:12:20 +0000 UTC
1206, layerform, https://github.com/briefercloud/layerform, "Layerform helps engineers create reusable environment stacks using plain .tf files. Ideal for multiple \"staging\" environments.", "dev-environment,developer-tools,devops,platform-engineering,sre,terraform", 2023-07-29 20:29:39 +0000 UTC
1140, PMail, https://github.com/Jinnrry/PMail, "Private EMail Server", "", 2023-07-30 02:47:48 +0000 UTC
1101, DetectDee, https://github.com/piaolin/DetectDee, "DetectDee: Hunt down social media accounts by username, email or phone across social networks.", "collision-detection,credi,golang,linux,macos,osint,redteam,soical-enginering-attack,windows", 2023-04-29 02:25:25 +0000 UTC
1029, scratchdata, https://github.com/scratchdata/scratchdata, "Scratch is a swiss army knife for big data.", "bigquery,clickhouse,data-warehouse,duckdb,hacktoberfest,motherduck,olap,redshift,snowflake", 2023-07-10 20:15:01 +0000 UTC
1029, wxapkg, https://github.com/wux1an/wxapkg, "微信小程序反编译工具，.wxapkg 文件扫描 + 解密 + 解包工具", "decompile,decrypt,reverse-engineering,wechat,wechat-app,wechat-mini-program,wexin", 2023-05-22 14:35:29 +0000 UTC
1023, tlm, https://github.com/yusufcanb/tlm, "Local CLI Copilot, powered by CodeLLaMa. 💻🦙", "bash,codellama,llama2,llm,powershell,starcoder2", 2024-02-14 12:00:13 +0000 UTC
995, siglens, https://github.com/siglens/siglens, "100x Efficient Log Management than Splunk :rocket: Reduce your observability cost by 90%", "distributed-tracing,go,hacktoberfest,log-management,log-search,logging,logs,monitoring,newrelic,observability,opensource,opentelemetry,splunk", 2023-10-31 14:07:33 +0000 UTC
994, obi-sync, https://github.com/acheong08/obi-sync, "Reverse engineering of the native Obsidian sync and publish server", "obsidian-md,obsidian-publish,obsidian-sync,obsidian-vault,sync", 2023-08-17 09:32:11 +0000 UTC
990, rig, https://github.com/rigdev/rig, "Rig.dev is a developer-centric application platform for Kubernetes ⛵", "application-platform,cli,deployment,docker,github-actions,golang,k8s,kubernetes,open-source", 2023-09-01 10:54:50 +0000 UTC
982, sqledge, https://github.com/zknill/sqledge, "Replicate postgres to SQLite on the edge", "", 2023-07-21 15:13:02 +0000 UTC
970, codapi, https://github.com/nalgeon/codapi, "Interactive code examples for documentation, education and fun", "code-playground,interactive-code,interactive-snippets,playground,sandbox,snippets", 2023-11-24 22:24:22 +0000 UTC
966, bitalostored, https://github.com/zuoyebang/bitalostored, "Bitalostored is a high-performance distributed storage system, core engine based on bitalosdb(self-developed), compatible with Redis protocol.", "bitalosdb,database,distributed-storage,high-performance,kvstore,nosql,redis,storage-engine", 2024-02-26 09:24:45 +0000 UTC
962, flyscrape, https://github.com/philippta/flyscrape, "Flyscrape is a command-line web scraping tool designed for those without advanced programming skills.", "", 2023-08-28 10:39:28 +0000 UTC
959, imessage, https://github.com/beeper/imessage, "A Matrix-iMessage puppeting bridge.", "", 2023-12-20 13:56:11 +0000 UTC
910, doltgresql, https://github.com/dolthub/doltgresql, "DoltgreSQL - Version Controlled PostgreSQL", "database-version-control,git,postgres,postgresql,version-conrolled-database", 2023-09-08 15:46:36 +0000 UTC
884, Terrapin-Scanner, https://github.com/RUB-NDS/Terrapin-Scanner, "This repository contains a simple vulnerability scanner for the Terrapin attack present in the paper \"Terrapin Attack: Breaking SSH Channel Integrity By Sequence Number Manipulation\".", "attack,cryptography,ssh,vulnerability,vulnerability-scanner", 2023-12-12 16:12:18 +0000 UTC
874, openmeter, https://github.com/openmeterio/openmeter, "Cloud Metering for AI, Billing and FinOps. Collect and aggregate millions of usage events in real-time.", "billing,clickhouse,cost,finops,golang,kafka,metering,pricing,stripe,usage,usage-based-billing,usage-based-pricing", 2023-06-06 21:50:55 +0000 UTC
867, kor, https://github.com/yonahd/kor, "A Golang Tool to discover unused Kubernetes Resources ", "go,golang,k8s,kubernetes,resource-management", 2023-07-05 19:13:12 +0000 UTC
833, immich-go, https://github.com/simulot/immich-go, "An alternative to the immich-CLI command that doesn't depend on nodejs installation. It tries its best for importing google photos takeout archives.", "golang,google,immich,immich-cli,photos,takeout", 2023-07-21 14:52:04 +0000 UTC
817, workout-tracker, https://github.com/jovandeginste/workout-tracker, "A workout tracking web application for personal use (or family, friends), geared towards running and other GPX-based activities", "chartjs,docker,fitness-tracker,go,gpx,leaflet,self-hosted,tailwindcss,workout-tracker,workouts", 2024-02-16 20:19:59 +0000 UTC
793, glasskube, https://github.com/glasskube/glasskube, "🧊 The next generation Package Manager for Kubernetes 📦 Featuring a GUI and a CLI. Glasskube packages are dependency aware, GitOps ready and can get automatic updates via a central public package repository.", "cloud-native,cobra,cobra-cli,devops,devops-tools,glasskube,go,golang,htmx,kubebuilder,kubernetes,kubernetes-operator,package,package-manager", 2024-01-11 19:19:34 +0000 UTC
773, gofr, https://github.com/gofr-dev/gofr, "An opinionated Go framework for accelerated microservice development", "go,golang,golang-framework,microservice,microservice-framework,server", 2023-10-24 10:14:48 +0000 UTC
767, XiebroC2, https://github.com/INotGreen/XiebroC2, "一款支持多人协作的渗透测试图形化框架、支持lua插件扩展、域前置/CDN上线、自定义多个模块、自定义shellcode、文件管理、进程管理、内存加载、反向代理等功能", "c2,pentest-tool", 2024-02-15 15:46:07 +0000 UTC
767, BloodHound, https://github.com/SpecterOps/BloodHound, "Six Degrees of Domain Admin", "", 2023-08-03 19:20:06 +0000 UTC
760, SydneyQt, https://github.com/juzeon/SydneyQt, "A cross-platform desktop client for the jailbroken New Bing AI Copilot (Sydney ver.) built with Go and Wails (previously based on Python and Qt).", "bing,bing-ai,bing-chat,binggpt,chatbot,chatgpt,edge,edgegpt,go,golang,gpt,jailbreak,jailbroken,new-bing,reverse-engineering,sydney,wails,wails-app,wails2", 2023-05-12 12:26:26 +0000 UTC
758, GoMusic, https://github.com/Bistutu/GoMusic, "迁移网易云/QQ音乐歌单至 Apple/Youtube/Spotify Music", "", 2023-10-07 02:35:07 +0000 UTC
749, palworld-server-tool, https://github.com/zaigie/palworld-server-tool, "[中文|English|日本語]基于.sav存档解析和REST&RCON优雅地用可视化界面管理幻兽帕鲁专用服务器。/ Through parse .sav and REST&RCON, visual interface management PalWorld dedicated server.", "", 2024-01-24 04:25:45 +0000 UTC
726, BricksLLM, https://github.com/bricks-cloud/BricksLLM, "🔒 Enterprise-grade API gateway that helps you monitor and impose cost or rate limits per API key. Get fine-grained access control and monitoring per user, application, or environment. Supports OpenAI, Azure OpenAI, Anthropic, vLLM, and open-source LLMs.", "ai,anthropic,api,artificial-intelligence,azure,docker,generative-ai,golang,gpt,llm,open-source,openai,postgresql,privacy,rest-api,security,self-hosted,vllm,ycombinator", 2023-07-18 17:13:53 +0000 UTC
720, clash-core, https://github.com/Kuingsmile/clash-core, "backup of clash core", "", 2023-11-03 06:28:11 +0000 UTC
693, errtrace, https://github.com/bracesdev/errtrace, "An alternative to stack traces for your Go errors", "golang", 2023-11-03 15:18:42 +0000 UTC
689, dddd, https://github.com/SleepingBag945/dddd, "dddd是一款使用简单的批量信息收集,供应链漏洞探测工具，旨在优化红队工作流，减少伤肝的机械性操作。支持从Hunter、Fofa批量拉取目标", "", 2023-08-18 06:18:19 +0000 UTC
689, alloy, https://github.com/grafana/alloy, "OpenTelemetry Collector distribution with programmable pipelines", "collector,grafana,loki,monitoring,observability,opentelemetry,opentelemetry-collector,prometheus", 2024-02-28 14:00:15 +0000 UTC
683, trpc-go, https://github.com/trpc-group/trpc-go, "A pluggable, high-performance RPC framework written in golang", "", 2023-08-04 03:55:28 +0000 UTC
677, synctv, https://github.com/synctv-org/synctv, "Synchronized viewing, theater, live streaming, video, long-distance relationship", "", 2023-10-04 05:32:46 +0000 UTC
673, juicity, https://github.com/juicity/juicity, "juicity is a quic-based proxy protocol implementation.", "juicity,protocol,proxy,quic", 2023-07-28 15:42:29 +0000 UTC
668, FalconHound, https://github.com/FalconForceTeam/FalconHound, "FalconHound is a blue team multi-tool. It allows you to utilize and enhance the power of BloodHound in a more automated fashion. It is designed to be used in conjunction with a SIEM or other log aggregation tool. ", "", 2023-10-16 18:28:08 +0000 UTC
656, tgState, https://github.com/csznet/tgState, "使用Telegram作为存储的文件外链系统，不限制文件大小和格式。", "file,file-sharing,file-upload,filesystem,go,golang,images,imageserver,img,storage,storage-api,storage-service,telegram,telegram-api,telegram-bot,telegram-bot-api,telegrambot,vercel", 2023-10-02 07:33:11 +0000 UTC
643, EHole_magic, https://github.com/lemonlove7/EHole_magic, "EHole(棱洞)魔改。可对路径进行指纹识别；支持识别出来的重点资产进行漏洞检测(支持从hunter和fofa中提取资产)支持对ftp服务识别及爆破", "", 2023-07-01 03:08:03 +0000 UTC
637, aiwechat-vercel, https://github.com/pwh-pwh/aiwechat-vercel, "使用vercel的functions，将ai功能加入微信公众号", "ai,bot,gpt,vercel-serverless,wechat", 2024-02-27 15:33:15 +0000 UTC
634, morphos, https://github.com/danvergara/morphos, "Self-hosted file converter server", "", 2023-10-08 04:48:00 +0000 UTC
633, KubeHound, https://github.com/DataDog/KubeHound, "Kubernetes Attack Graph", "adversary-emulation,attack-graph,attack-paths,cloud-native-security,exploit,kubernetes,kubernetes-security,mitre-attack,purple-team,red-team,security-audit,security-automation,security-tools", 2023-05-15 07:48:42 +0000 UTC
625, htmx-go, https://github.com/angelofallars/htmx-go, "</> Build awesome HTMX + Go projects faster.", "", 2023-11-22 02:18:44 +0000 UTC
624, Trojan-killer, https://github.com/XTLS/Trojan-killer, "Detect TLS in TLS.", "", 2023-05-13 08:06:53 +0000 UTC
614, pql, https://github.com/runreveal/pql, "Pipelined Query Language", "clickhouse,detection-engineering,go,golang,query-language,siem,sql", 2024-01-26 23:15:38 +0000 UTC
611, obligator, https://github.com/lastlogin-io/obligator, "Simple and opinionated OpenID Connect server designed for self-hosters", "oidc,oidc-server,openid", 2023-05-18 14:33:51 +0000 UTC
610, protovalidate, https://github.com/bufbuild/protovalidate, "Protocol Buffer Validation - Go, Java, Python, and C++ Beta Releases!", "cc,cel,common-expression-language,cpp,golang,java,protobuf,protocol-buffers,validation", 2023-05-25 19:32:20 +0000 UTC
610, fleet-telemetry, https://github.com/teslamotors/fleet-telemetry, "", "", 2023-05-09 17:41:59 +0000 UTC
604, reverst, https://github.com/flipt-io/reverst, "Reverse Tunnels in Go over HTTP/3 and QUIC", "", 2024-04-03 13:32:11 +0000 UTC
602, any-sync, https://github.com/anyproto/any-sync, "An open-source protocol designed to create high-performance, local-first, peer-to-peer, end-to-end encrypted applications that facilitate seamless collaboration among multiple users and devices", "anytype,e2ee,local-first,p2p,performance,privacy,protocol", 2023-05-23 11:57:34 +0000 UTC
576, capslock, https://github.com/google/capslock, "", "", 2023-07-24 23:19:36 +0000 UTC
567, thruster, https://github.com/basecamp/thruster, "", "", 2024-01-05 17:19:07 +0000 UTC
560, openpubkey, https://github.com/openpubkey/openpubkey, "Reference implementation of OpenPubkey", "cryptography,identity,oauth2,openid-connect,software-supply-chain-security", 2023-09-14 23:47:53 +0000 UTC
554, fuego, https://github.com/go-fuego/fuego, "Golang Fuego - web framework generating OpenAPI 3 spec from source code", "fuego,golang,http-server,openapi", 2023-10-17 15:36:43 +0000 UTC
553, seabird, https://github.com/getseabird/seabird, "Native Kubernetes desktop client.", "gui,kubernetes", 2024-01-18 09:53:42 +0000 UTC
545, shortscan, https://github.com/bitquark/shortscan, "An IIS short filename enumeration tool", "bugbounty,bugbounty-tool,iis,iis-security,iis-server,pentesting,pentesting-tools,redteam,redteam-tools,security,security-audit,security-automation,security-scanner,security-tools,vulnerability-detection,vulnerability-scanners", 2023-07-08 11:43:12 +0000 UTC
540, SatIntel, https://github.com/ANG13T/SatIntel, "SatIntel is an OSINT tool for Satellites 🛰. Extract satellite telemetry, receive orbital predictions, and parse TLEs 🔭", "aerospace,cybersecurity,golang,orbital-dynamics,osint,reconnaissance,satellite,tle", 2023-05-03 22:34:54 +0000 UTC
538, Supernova, https://github.com/nickvourd/Supernova, "Real fucking shellcode encryptor & obfuscator tool", "aes,aes-128-cbc,aes-192-cbc,aes-256-cbc,caesar-cipher,chacha20,decryption,encryption,evasion,go,golang,malware-development,obfuscation,pentest,rc4,redteam,rot,rot13,shellcode,xor", 2023-08-08 11:30:34 +0000 UTC
531, tyson, https://github.com/jetify-com/tyson, "🥊  TypeScript as a Configuration Language. TySON stands for TypeScript Object Notation", "config,configuration,configuration-language,data,json,ts,tson,typescript,tyson", 2023-06-23 15:25:58 +0000 UTC
